recording,start,stop,label
2015-09-07a,1429.21955,1430.399808,SS
2015-09-07a,1457.793449,1458.798854,SS
2015-09-07a,1459.221416,1460.255963,SS
2015-09-07a,1460.62024,1461.902496,SS
2015-09-07a,1462.004493,1463.009898,SS
2015-09-07a,1503.080385,1504.187788,SS
2015-09-07a,1849.872234,1850.615359,SS
2015-09-07a,1971.147383,1972.050791,SS
2015-09-07a,1973.507899,1975.081576,SS
2015-09-07a,2022.903881,2023.865573,SS
2015-09-07a,2025.716101,2026.940072,SS
2015-09-07a,2053.61973,2056.577661,SS
2015-09-07a,2108.873289,2109.907836,SS
2015-09-07a,2129.039672,2129.6808,SS
2015-09-07a,2178.683362,2179.58677,SS
2015-09-07a,2191.170783,2191.92848,SS
2015-09-07a,2192.802745,2193.371017,SS
2015-09-07a,2196.328948,2197.348924,SS
2015-09-07a,2201.472541,2202.346806,SS
2015-09-07a,2357.295736,2361.157073,SS
2015-09-07a,2430.894291,2431.94341,SS
2015-09-07a,2432.147405,2432.934243,SS
2015-09-07a,2500.004953,2500.806362,SS
2015-09-07a,2500.981215,2501.957478,SS
2015-09-07a,2507.742199,2509.519872,SS
2015-09-07a,2510.248426,2510.918696,SS
2015-09-07a,2543.965919,2544.840185,SS
2015-09-07a,2617.156485,2620.915825,SS
2015-09-07a,2639.167025,2640.065456,SS
2015-09-07a,2651.879383,2652.826503,SS
2015-09-07a,2665.372209,2667.689011,SS
2015-09-07a,2677.932485,2678.792179,SS
2015-09-07a,2688.299931,2689.114134,SS
2015-09-07a,2689.043944,2689.787957,SS
2015-09-07a,2690.826767,2691.893653,SS
2015-09-07a,2705.588406,2706.550098,SS
2015-09-07a,2710.455149,2711.067135,SS
2015-09-07a,2711.125419,2712.422246,SS
2015-09-07a,2713.28194,2713.981352,SS
2015-09-07a,2729.747267,2730.694388,SS
2015-09-07a,2732.661484,2733.506607,SS
2015-09-07a,2744.653488,2745.702606,SS
2015-09-07a,2759.778275,2760.91482,SS
2015-09-07a,2807.935715,2808.358276,SS
2015-09-07a,2816.824077,2817.508918,SS
2015-09-07a,2885.252695,2885.996707,SS
2015-09-07a,2936.423552,2937.210391,SS
2015-09-07a,2969.281351,2970.053619,SS
2015-09-07a,2974.576318,2975.404558,SS
2015-09-07a,3009.439264,3010.386385,SS
2015-09-07a,3035.92226,3037.789311,SS
2015-09-07a,3041.247945,3042.034784,SS
2015-09-07a,3042.25335,3043.72503,SS
2015-09-07a,3050.937717,3052.263686,SS
2015-09-07b,111.265067,112.009461,SS
2015-09-07b,112.009461,112.73926,SS
2015-09-07b,149.608676,150.995293,SS
2015-09-07b,150.995293,151.579132,SS
2015-09-07b,169.240254,170.334951,SS
2015-09-07b,177.078289,177.895663,SS
2015-09-07b,196.753654,197.556432,SS
2015-09-07b,198.023503,198.986837,SS
2015-09-07b,205.418594,205.906557,SS
2015-09-07b,228.164178,229.390239,SS
2015-09-07b,310.660591,311.609329,SS
2015-09-07b,391.639024,392.967257,SS
2015-09-07b,909.675066,911.571152,SS
2015-09-07b,928.668489,929.485864,SS
2015-09-07b,930.201066,931.646067,SS
2015-09-07b,1064.17746,1065.126198,SS
2015-09-07b,1068.026117,1068.765033,SS
2015-09-07b,1071.052161,1072.570142,SS
2015-09-07b,1287.948251,1288.838605,SS
2015-09-07b,1289.276485,1290.050071,SS
2015-09-07b,1294.86674,1295.698711,SS
2015-09-07b,1297.508611,1298.136237,SS
2015-09-07b,1303.434574,1304.587655,SS
2015-09-07b,1305.594777,1306.353768,SS
2015-09-07b,1355.016726,1356.067636,SS
2015-09-07b,1700.824409,1701.568804,SS
2015-09-07b,1784.663652,1786.006481,SS
2015-09-07c,1804.9405,1805.776943,SS
2015-09-07c,1807.126991,1807.963433,SS
2015-09-07i,19.180371,20.082634,SS
2015-09-07i,27.009687,27.784668,SS
2015-09-07i,189.577154,190.508522,SS
2015-09-07i,196.198602,196.955339,SS
2015-09-07i,219.54649,220.134674,SS
2015-09-07i,261.147004,262.966084,SS
2015-09-07i,270.911821,272.046927,SS
2015-09-07i,299.405877,300.861141,SS
2015-09-07i,325.818907,327.898292,SS
2015-09-07i,328.808576,330.335052,SS
2015-09-07i,333.109776,333.895618,SS
2015-09-07i,338.233516,340.054084,SS
2015-11-07h,1579.604757,1580.720635,SS
2015-11-07h,1616.24033,1617.414176,SS
2015-11-07h,1631.282943,1632.210426,SS
2015-11-07h,2505.957249,2507.058635,SS
2015-11-07h,2845.010203,2845.749291,SS
2015-11-07i,15.009659,16.543493,SS
2015-11-07i,34.182581,35.121663,SS
2015-11-07i,353.047838,353.611287,SS
2015-11-07i,461.871778,462.560438,SS
2015-11-07i,467.63148,468.414048,SS
2015-11-07i,475.551071,476.130171,SS
2015-11-07i,478.782919,479.525001,SS
2015-11-07i,485.818366,486.647889,SS
2015-11-07i,504.067858,504.709564,SS
2015-11-07i,523.287734,523.866834,SS
2015-11-07i,569.036673,571.165259,SS
2015-11-07i,582.606407,583.122902,SS
2015-11-07i,589.101723,589.665172,SS
2015-11-07i,599.541183,600.198541,SS
2015-11-07i,608.55637,609.370241,SS
2015-11-07i,609.542406,609.964992,SS
2015-11-07i,609.964992,610.324974,SS
2015-11-07i,610.262368,610.825818,SS
2015-11-07i,611.044937,611.624037,SS
2015-11-07i,614.300421,615.145594,SS
2015-11-07i,615.583832,617.61851,SS
2015-11-07i,620.592269,621.578305,SS
2015-11-07i,621.484397,622.079149,SS
2015-11-07i,627.964062,628.605768,SS
2015-11-07i,631.141289,631.673436,SS
2015-11-07i,631.673436,632.221233,SS
2015-11-07i,636.979248,638.560036,SS
2015-11-07i,638.37222,638.95132,SS
2015-11-07i,639.029577,639.953008,SS
2015-11-07i,642.191153,642.582437,SS
2015-11-07i,642.754602,643.99106,SS
2015-11-07i,644.351041,645.477939,SS
2015-11-07i,651.535018,653.194062,SS
2015-11-07i,671.542225,672.49433,SS
2015-11-07i,683.307288,684.528095,SS
2015-11-07i,684.528095,685.717599,SS
2015-11-07i,688.034001,689.583486,SS
2015-11-07i,691.805979,692.369429,SS
2015-11-07i,692.306823,693.042437,SS
2015-11-07i,727.303275,728.1641,SS
2015-11-07i,728.289311,729.400558,SS
2015-11-07i,738.040111,739.667853,SS
2015-11-07i,748.526526,751.249863,SS
2015-11-07i,791.82952,792.37558,SS
2015-11-07i,792.851633,793.467701,SS
2015-11-07i,796.404051,797.906582,SS
2015-11-07i,800.4108,801.052506,SS
2015-11-07i,801.615956,802.492432,SS
2015-11-07i,887.275876,888.105398,SS
2015-11-07i,888.527985,889.748791,SS
2015-11-07i,890.531359,891.032203,SS
2015-11-07i,892.456477,896.353667,SS
2015-11-07i,899.750013,900.297811,SS
2015-11-07i,900.673444,901.377755,SS
2015-11-07i,902.739424,903.302873,SS
2015-11-07i,953.293333,954.435882,SS
2015-11-07i,985.409933,985.926428,SS
2015-11-07i,988.985311,989.51737,SS
2015-11-07i,1117.632664,1118.681305,SS
2015-11-07i,1586.187575,1587.549243,SS
2015-11-07i,1654.724902,1655.366608,SS
2015-11-07i,1664.553959,1665.242619,SS
2015-11-07i,1672.520503,1673.130907,SS
2015-11-07i,1676.370739,1677.18461,SS
2015-11-07i,1695.559313,1696.514046,SS
2015-11-07i,1733.200845,1733.999065,SS
2015-11-07i,1736.597191,1737.37976,SS
2015-11-07i,1744.047241,1744.923717,SS
2015-11-07i,1942.428291,1943.226511,SS
2015-11-07i,1946.012454,1946.873279,SS
2015-11-07i,1971.946765,1972.760636,SS
2015-11-07i,1974.951827,1975.624836,SS
2015-11-07i,1975.859606,1976.720431,SS
2015-11-07i,1980.868043,1982.010593,SS
2015-11-07i,1984.3896,1985.062609,SS
2015-11-07i,2042.612678,2044.600401,SS
2015-11-07i,2133.296686,2133.781878,SS
2015-11-07i,2133.641016,2134.157511,SS
2015-11-07i,2134.26707,2135.049639,SS
2015-11-07i,2142.484037,2143.313559,SS
2015-11-07i,2143.642238,2144.299595,SS
2015-11-07i,2152.234837,2153.06436,SS
2015-11-07i,2153.06436,2153.846928,SS
2015-11-07i,2153.846928,2154.535588,SS
2015-11-07i,2154.942523,2155.740743,SS
2015-11-07i,2160.746825,2161.670927,SS
2015-11-07i,2162.329,2163.05708,SS
2015-11-07i,2165.115308,2166.179425,SS
2015-11-07i,2170.828659,2171.501668,SS
2015-11-07i,2172.769428,2173.661556,SS
2015-11-07i,2173.661556,2174.350216,SS
2015-11-07i,2174.772803,2175.43016,SS
2015-11-07i,2175.43016,2176.197077,SS
2015-11-07i,2176.337939,2176.838783,SS
2015-11-07i,2176.666618,2177.339627,SS
2015-11-07i,2197.304866,2198.102954,SS
2015-11-07i,2199.658473,2200.409738,SS
2015-11-07i,2200.409738,2201.085283,SS
2015-11-07i,2201.015276,2201.701351,SS
2015-11-07i,2201.7870590000002,2202.632232,SS
2015-11-07i,2202.898305,2203.696525,SS
2015-11-07i,2206.889404,2207.65632,SS
2015-11-07i,2219.23833,2220.130458,SS
2015-11-07i,2220.365229,2221.147797,SS
2015-11-07i,2221.460824,2222.243392,SS
2015-11-07i,2238.489509,2239.616408,SS
2015-11-07i,2266.849782,2268.493176,SS
2015-11-07i,2443.600646,2444.508425,SS
2015-11-07i,2474.339927,2476.014623,SS
2015-11-07i,2581.645684,2586.309791,SS
2015-11-07i,2611.132856,2612.463222,SS
2015-11-07i,2646.598849,2650.16736,SS
2015-11-07i,2650.370828,2650.902974,SS
2015-11-07i,2650.902974,2651.763799,SS
2015-11-07i,2652.155083,2653.109817,SS
2015-11-07i,2654.581045,2655.488824,SS
2015-11-07i,2709.094749,2710.221647,SS
2015-11-07i,2710.879004,2712.240673,SS
2015-11-07i,2713.415911,2714.704053,SS
2015-11-07i,2718.109935,2718.708496,SS
2015-11-07i,2718.652489,2720.234664,SS
2015-11-07i,2730.973851,2732.514022,SS
2015-11-07i,2749.788297,2750.461306,SS
2015-11-07i,2897.411971,2900.010098,SS
2015-11-07i,3060.92178,3061.766954,SS
2015-11-07i,3099.345881,3099.940633,SS
2015-11-07j,307.073331,308.424116,SS
2015-11-07j,397.32353,398.837596,SS
2015-11-07j,605.878676,606.917741,SS
2015-11-07j,879.894903,880.66678,SS
2015-11-07k,42.339327,42.864557,SS
2015-11-07k,108.343158,111.625841,SS
2015-11-07k,123.924964,124.62527,SS
2015-11-07k,125.398524,126.157189,SS
2015-11-07k,155.87642,156.474598,SS
2015-11-07k,156.226573,158.400439,SS
2015-11-07k,242.451736,243.560554,SS
2015-11-07k,259.736705,261.597199,SS
2015-11-07k,260.439884,261.260259,SS
2015-11-07k,272.448172,273.323554,SS
2015-11-07k,275.555779,276.547879,SS
2015-11-07k,281.87219,282.707215,SS
2015-11-07k,316.85534,318.027305,SS
2015-11-07k,347.99367,349.511,SS
2015-11-07k,393.355345,394.263617,SS
2015-11-07k,394.029224,394.952147,SS
2015-11-07k,397.779512,398.336195,SS
2015-11-07k,398.63454,399.320256,SS
2015-11-07k,516.927877,517.613594,SS
2015-11-07k,518.634873,518.955847,SS
2015-11-07k,519.685332,520.633663,SS
2015-11-07k,570.793072,572.164505,SS
2015-11-07k,611.62966,612.753067,SS
2015-11-07k,627.444901,628.247335,SS
2015-11-07k,671.6663,672.745939,SS
2015-11-07k,766.193006,767.053799,SS
2015-11-07k,818.891025,819.751818,SS
2015-11-07k,860.602995,862.120324,SS
2015-11-07k,862.470477,863.506346,SS
2015-11-07k,865.548905,866.832799,SS
2015-11-07k,873.004245,873.981755,SS
2015-11-07k,882.618861,883.800627,SS
2015-11-07k,883.902755,884.705189,SS
2015-11-07k,895.647469,896.800056,SS
2015-11-07k,897.762976,899.601279,SS
2015-11-07k,902.679707,903.307065,SS
2015-11-07k,915.139316,919.676715,SS
2015-11-07k,923.659705,924.739343,SS
2015-11-07k,930.408226,933.026296,SS
2015-11-07k,943.953986,945.602623,SS
2015-11-07k,949.279228,950.577712,SS
2015-11-07k,968.989921,973.104219,SS
2015-11-07k,976.386902,978.706666,SS
2015-11-07k,979.850492,980.641569,SS
2015-11-07k,983.141936,983.886011,SS
2015-11-07k,997.994257,998.85505,SS
2015-11-07k,1109.342894,1110.174508,SS
2015-11-07k,1121.992169,1122.561168,SS
2015-11-07k,1142.31563,1143.32232,SS
2015-11-07k,1162.507783,1163.499883,SS
2015-11-07k,1185.895082,1186.858003,SS
2015-11-07k,1202.90668,1203.709113,SS
2015-11-07k,1209.17471,1209.907188,SS
2015-11-07k,1281.078325,1281.83699,SS
2015-11-07k,1283.82119,1284.78411,SS
2015-11-07k,2213.062138,2213.888973,SS
2015-11-07k,2230.711312,2232.241405,SS
2015-11-07k,2233.131685,2233.898386,SS
2015-11-07k,2255.944394,2258.273674,SS
2015-11-07k,2259.460288,2259.885126,SS
2015-11-07k,2260.119519,2260.617604,SS
2015-11-07k,2265.60376,2266.340395,SS
2015-11-07k,2267.016897,2267.813665,SS
2015-11-07k,2516.555776,2517.547978,SS
2015-11-07k,2517.713345,2518.645414,SS
2015-11-07l,88.296072,89.592867,SS
2015-11-07l,96.518608,97.615896,SS
2015-11-07l,118.093858,119.176896,SS
2015-11-07l,129.294748,130.862302,SS
2015-11-07l,141.43617,142.647462,SS
2015-11-07l,151.454269,152.736813,SS
2015-11-07l,161.315612,162.797663,SS
2015-11-07l,184.700675,186.054473,SS
2015-11-07l,195.260293,196.685342,SS
2015-11-07l,235.261434,235.945458,SS
2015-11-07l,237.798023,238.624551,SS
2015-11-07l,246.419573,247.360105,SS
2015-11-07m,239.369955,240.60411,SS
2015-11-07m,414.676051,416.401063,SS
2015-12-07a,80.24762,81.058056,SS
2015-12-07a,130.436753,131.131413,SS
2015-12-07a,440.906039,443.959645,SS
2015-12-07a,1783.490286,1784.110315,SS
2015-12-07a,1786.157851,1786.777879,SS
2015-12-07a,1798.661034,1799.456998,SS
2015-12-07a,1800.209545,1801.005509,SS
2015-12-07a,1838.386862,1839.255186,SS
2015-12-07a,1839.255186,1840.036678,SS
2015-12-07a,1839.993261,1840.716865,SS
2015-12-07a,1841.599661,1842.193016,SS
2015-12-07a,1842.120656,1842.931091,SS
2015-12-07a,1860.287302,1860.92175,SS
2015-12-07a,1861.743648,1862.522288,SS
2015-12-07a,1871.976533,1873.119826,SS
2015-12-07a,1891.441465,1892.324261,SS
2015-12-07a,1893.105753,1893.78594,SS
2015-12-07a,1894.958178,1895.594949,SS
2015-12-07a,1969.503802,1970.502375,SS
2015-12-07a,2016.173997,2016.851702,SS
2015-12-07a,2017.168926,2018.120598,SS
2015-12-07a,2044.305986,2044.940434,SS
2015-12-07a,2055.365564,2056.173043,SS
2015-12-07a,2642.715485,2644.017971,SS
2015-12-07a,2709.605386,2710.256629,SS
2015-12-07b,226.684852,227.760514,SS
2015-12-07b,247.682376,248.669628,SS
2015-12-07b,252.707047,253.576418,SS
2015-12-07b,261.842811,262.682712,SS
2015-12-07b,263.036355,264.141488,SS
2015-12-07b,280.644805,281.469971,SS
2015-12-07b,281.469971,282.250932,SS
2015-12-07b,285.035866,285.861032,SS
2015-12-07b,315.434387,316.318494,SS
2015-12-07b,654.710174,656.699414,SS
2015-12-07b,657.951898,660.235839,SS
2015-12-07b,660.309514,662.991303,SS
2015-12-07b,1260.956589,1264.949803,SS
2015-12-07b,1550.10355,1550.869775,SS
2015-12-07b,1958.148071,1958.796416,SS
2015-12-07b,1962.87804,1963.437974,SS
2015-12-07c,297.768144,298.31017,SS
2015-12-07c,305.627524,305.988875,SS
2015-12-07c,336.658527,337.471567,SS
2015-12-07c,364.060966,365.536481,SS
2015-12-07c,398.97649,399.879867,SS
2015-12-07c,569.564196,570.964431,SS
2015-12-07c,752.513112,754.033797,SS
2015-12-07c,775.74496,777.16025,SS
2015-12-07c,869.726289,871.066299,SS
2015-12-07c,903.798662,905.590359,SS
2015-12-07c,904.476194,906.403399,SS
2015-12-07c,924.488237,926.714655,SS
2015-12-07c,1021.809822,1023.752082,SS
2015-12-07c,1285.445368,1286.348745,SS
2015-12-07c,1285.987394,1287.086503,SS
2015-12-07c,1292.416428,1293.846775,SS
2015-12-07c,1535.891608,1536.945548,SS
2015-12-07c,1536.945548,1537.66825,SS
2015-12-07c,2843.906347,2844.915118,SS
2015-12-07c,3009.405029,3012.536736,SS
2015-12-07e,21.949692,22.828247,SS
2015-12-07e,27.631956,28.368808,SS
2015-12-07e,28.283787,29.07732,SS
2015-12-07e,40.718666,41.643105,SS
2015-12-07e,64.826311,65.490752,SS
2015-12-07e,66.371859,67.310742,SS
2015-12-07e,85.135089,86.348416,SS
2015-12-07e,153.991378,155.031373,SS
2015-12-07e,274.847383,275.612934,SS
2015-12-07e,281.15957,281.795123,SS
2015-12-07e,443.456459,444.193122,SS
2015-12-07e,455.560837,456.644164,SS
2015-12-07e,458.536376,459.200817,SS
2015-12-07e,564.22579699999994,565.265791,SS
2015-12-07e,566.248008,567.90911,SS
2015-12-07e,568.299108,569.223547,SS
2015-12-07e,569.49799,570.682428,SS
2015-12-07e,576.243509,577.341281,SS
2015-12-07e,583.523469,584.736796,SS
2015-12-07e,584.924573,585.906789,SS
2015-12-07e,590.076878,590.78539,SS
2015-12-07e,2410.880122,2411.804562,SS
2015-12-07e,2471.315347,2472.514229,SS
2015-12-07n,28.730775,30.037394,SS
2015-12-07n,30.913423,32.145803,SS
2015-12-07n,163.772842,165.703075,SS
2015-12-07n,181.530986,182.644582,SS
2015-12-07n,185.480539,186.505048,SS
2015-12-07o,429.815447,430.506376,SS
2015-12-07o,1076.409883,1077.503854,SS
2015-13-07a,1165.786605,1166.476864,SS
2015-13-07a,1190.215754,1190.921019,SS
2015-13-07a,1214.644904,1215.365173,SS
2015-13-07a,1217.060808,1217.856106,SS
2015-13-07a,1262.422797,1263.023022,SS
2015-13-07a,1263.503202,1264.19346,SS
2015-13-07a,1292.374014,1293.58947,SS
2015-13-07a,1297.160807,1298.541324,SS
2015-13-07a,1302.277723,1303.733269,SS
2015-13-07a,1316.518057,1318.303725,SS
2015-13-07a,1351.706235,1353.656966,SS
2015-15-07a,10.481082,11.157281,SS
2015-15-07a,34.732031,35.838538,SS
2015-15-07a,35.838538,36.760627,SS
2015-15-07a,41.447915,42.492949,SS
2015-15-07a,54.357165,55.356095,SS
2015-15-07a,93.976269,95.912657,SS
2015-15-07a,170.202319,171.385667,SS
2015-15-07a,179.561526,180.19162,SS
2015-15-07a,347.566199,348.626602,SS
2015-15-07a,354.512605,356.003316,SS
2015-15-07a,363.072668,364.086966,SS
2015-15-07a,373.96869,374.544331,SS
2015-15-07a,392.487317,393.132779,SS
2015-15-07a,393.055939,393.978028,SS
2015-15-07a,399.264673,400.063817,SS
2015-15-07a,400.063817,400.740016,SS
2015-15-07a,424.499184,425.160015,SS
2015-15-07a,432.628938,434.288699,SS
2015-15-07a,455.94243,458.047867,SS
2015-15-07a,463.903134,464.717646,SS
2015-15-07a,473.416022,474.399584,SS
2015-15-07a,478.210887,479.040767,SS
2015-15-07a,516.846429,517.491892,SS
2015-15-07a,535.779996,536.825031,SS
2015-15-07a,540.036975,541.051274,SS
2015-15-07a,557.925508,558.709284,SS
2015-15-07a,684.78963,685.558037,SS
2015-15-07a,1212.363031,1213.669324,SS
2015-15-07a,1239.130821,1240.164636,SS
2015-15-07a,1245.94245,1246.634017,SS
2015-15-07a,1283.486853,1285.10051,SS
2015-15-07a,1324.688878,1326.717474,SS
2015-15-07a,1329.176379,1330.390463,SS
2015-15-07a,1344.974843,1346.32724,SS
2015-15-07a,1346.173559,1347.464484,SS
2015-15-07a,1352.950915,1355.194666,SS
2015-15-07a,1477.955901,1478.893227,SS
2015-15-07a,1558.008211,1558.622937,SS
2015-15-07a,1607.109467,1608.277446,SS
2015-15-07a,1670.318689,1672.285813,SS
2015-15-07a,1776.189911,1777.004423,SS
2015-15-07a,1779.202069,1780.185631,SS
2015-15-07a,1823.754351,1824.768649,SS
2015-15-07a,1826.812614,1827.934489,SS
2015-15-07a,1830.408762,1831.576742,SS
2015-15-07a,2070.505452,2071.658063,SS
2015-15-07a,2077.43649,2078.43542,SS
2015-15-07a,2079.403613,2080.540857,SS
2015-15-07a,2080.156653,2081.309265,SS
2015-15-07a,2093.496212,2094.495142,SS
2015-15-07a,2098.244972,2099.735683,SS
2015-15-07a,2100.442618,2102.394374,SS
2015-15-07a,2104.392234,2105.4219,SS
2015-15-07a,2143.16609,2144.549224,SS
2015-15-07a,2150.819431,2151.849097,SS
2015-15-07a,2438.111725,2438.864765,SS
2015-15-07a,2439.81759,2440.57063,SS
2015-15-07a,2458.467528,2459.253227,SS
2015-15-07a,2460.334078,2462.31657,SS
2015-15-07a,2482.418117,2483.524624,SS
2015-15-07a,2487.674026,2488.934214,SS
2015-15-07a,2533.594074,2534.347113,SS
2015-15-07a,2535.760983,2536.744545,SS
2015-15-07a,2537.851053,2539.280291,SS
2015-15-07a,2604.331951,2606.730402,SS
2015-15-07a,2701.368224,2702.459363,SS
2015-15-07a,2703.07409,2704.026915,SS
2015-15-07a,2734.901539,2735.900469,SS
2015-15-07a,2756.80116,2758.092085,SS
2015-15-07a,2759.290801,2760.458781,SS
2015-15-07a,2763.809039,2764.838706,SS
2015-15-07a,2781.989567,2783.096074,SS
2015-15-07a,2800.343301,2801.680368,SS
2015-15-07a,2828.693391,2829.584744,SS
2015-15-07a,2832.61227,2833.672673,SS
2015-15-07a,2898.311134,2899.402273,SS
2015-15-07a,2899.402273,2899.909422,SS
2015-15-07a,3068.175354,3070.357632,SS
2015-15-07a,3078.441281,3080.669664,SS
2015-15-07a,3097.144326,3098.757983,SS
2015-15-07a,3113.757302,3115.540008,SS
2015-15-07b,7.94948,9.696618,SS
2015-15-07b,26.381791,27.313598,SS
2015-15-07b,28.128929,29.060736,SS
2015-15-07b,30.123579,30.95347,SS
2015-15-07b,32.758846,33.690653,SS
2015-15-07b,34.258473,35.19028,SS
2015-15-07b,36.005612,37.286847,SS
2015-15-07b,706.397197,707.955063,SS
2015-15-07b,714.943616,716.516041,SS
2015-15-07b,717.214896,718.962035,SS
2015-15-07b,893.821475,896.646016,SS
